months_as_customer,age,policy_csl,policy_deductable,policy_annual_premium,umbrella_limit,insured_sex,insured_education_level,insured_occupation,insured_relationship,capital-gains,capital-loss,incident_type,collision_type,incident_severity,authorities_contacted,incident_hour_of_the_day,number_of_vehicles_involved,property_damage,bodily_injuries,witnesses,police_report_available,total_claim_amount,injury_claim,property_claim,vehicle_claim,fraud_reported,policy_age_days,claim_deviation,claim_ratio,Actual,Fraud_Probability,Predicted,Risk_Level
458,61,100/300,1000,1328.18,0,FEMALE,High School,protective-serv,other-relative,53000,0,Single Vehicle Collision,Front Collision,Minor Damage,Fire,18,1,NO,2,1,NO,56340,6260,6260,43820,N,8115,5891.050000000003,6.998881967736783,0,0.22961485723308575,1,Low Risk
239,40,100/300,500,1463.95,0,FEMALE,JD,sales,own-child,0,0,Multi-vehicle Collision,Rear Collision,Total Loss,Police,20,3,unknown,0,0,YES,69740,6340,6340,57060,N,3726,19131.050000000003,8.998580665510172,0,0.24718431573208563,1,Low Risk
161,38,100/300,2000,1133.85,0,MALE,PhD,priv-house-serv,not-in-family,60200,0,Multi-vehicle Collision,Front Collision,Total Loss,Police,0,3,YES,2,2,YES,60480,5040,15120,40320,N,4019,2391.050000000003,2.6664903114873355,0,0.17821595960421704,0,Low Risk
446,61,500/1000,1000,1037.32,0,FEMALE,High School,tech-support,wife,0,-15700,Multi-vehicle Collision,Rear Collision,Minor Damage,Police,1,3,unknown,2,1,NO,80880,6740,13480,60660,N,3292,22731.050000000003,4.4996661968696685,0,0.15982893681460628,0,Low Risk
476,61,250/500,1000,1562.8,0,FEMALE,Masters,handlers-cleaners,not-in-family,42800,-68200,Single Vehicle Collision,Front Collision,Total Loss,Fire,10,1,unknown,1,2,YES,49390,8980,4490,35920,N,7945,-2008.949999999997,7.998218659541305,0,0.14222666984881735,0,Low Risk
70,29,100/300,1000,1425.79,0,FEMALE,MD,armed-forces,other-relative,62400,-52300,Single Vehicle Collision,Front Collision,Minor Damage,Ambulance,12,1,NO,0,3,unknown,69360,11560,11560,46240,N,2948,8311.050000000003,3.999654009168757,0,0.1744266662098889,0,Low Risk
233,41,500/1000,2000,1615.14,0,FEMALE,Associate,tech-support,other-relative,67100,0,Vehicle Theft,unknown,Minor Damage,unknown,6,1,NO,0,1,unknown,3740,680,680,2380,N,6352,-35548.95,3.4948604992657857,0,0.032635328703287086,0,Low Risk
122,33,250/500,500,1236.5,0,MALE,PhD,other-service,husband,0,-48700,Parked Car,unknown,Trivial Damage,unknown,1,1,NO,0,1,NO,5060,460,920,3680,N,8655,-34248.95,3.995656894679696,0,0.03487341968502463,0,Low Risk
335,48,500/1000,2000,1017.97,0,FEMALE,MD,machine-op-inspct,wife,59900,-34800,Multi-vehicle Collision,Front Collision,Total Loss,Police,21,3,NO,0,0,YES,35860,3260,6520,26080,Y,7106,-11848.949999999997,3.9993865971476765,1,0.6412696613322316,1,Medium Risk
257,40,100/300,2000,1306.0,0,MALE,Associate,machine-op-inspct,husband,46100,-46900,Multi-vehicle Collision,Front Collision,Major Damage,Ambulance,3,3,YES,2,1,unknown,50050,7700,3850,38500,Y,5491,571.0500000000029,9.997403271877435,1,0.7683409347319053,1,High Risk
85,27,500/1000,2000,1174.14,0,MALE,College,priv-house-serv,unmarried,50400,-61500,Multi-vehicle Collision,Rear Collision,Minor Damage,Fire,14,4,YES,0,0,NO,59070,10740,5370,42960,N,6768,5031.050000000003,7.99851051945634,0,0.14504912503067324,0,Low Risk
133,30,500/1000,1000,1231.01,0,MALE,College,adm-clerical,husband,0,-31700,Multi-vehicle Collision,Front Collision,Minor Damage,Fire,19,3,NO,1,2,unknown,28440,3160,3160,22120,N,3420,-15808.949999999997,6.997785510914268,0,0.09755715719585076,0,Low Risk
119,34,250/500,500,1299.18,0,FEMALE,College,tech-support,wife,57100,0,Single Vehicle Collision,Front Collision,Major Damage,Fire,7,1,YES,2,1,YES,45540,8280,8280,28980,Y,1105,-8948.949999999997,3.499577345731192,1,0.6834809453134455,1,Medium Risk
169,34,100/300,500,1469.75,0,FEMALE,JD,sales,not-in-family,0,-57600,Single Vehicle Collision,Rear Collision,Minor Damage,Fire,0,1,unknown,0,0,YES,38700,7740,3870,27090,N,6753,-10838.949999999997,6.998191681735985,0,0.08560682220707921,0,Low Risk
225,39,250/500,500,1390.72,0,MALE,Masters,tech-support,other-relative,83900,-52100,Parked Car,unknown,Trivial Damage,unknown,6,1,YES,2,1,YES,5830,1060,530,4240,N,6892,-33688.95,7.984934086629002,0,0.04736487887439703,0,Low Risk
84,32,500/1000,500,1694.09,7000000,FEMALE,Associate,prof-specialty,husband,0,0,Single Vehicle Collision,Rear Collision,Total Loss,Other,0,1,YES,0,2,unknown,57240,4770,9540,42930,Y,5080,5001.050000000003,4.499528351325857,1,0.6937484071908027,1,Medium Risk
169,39,100/300,2000,1140.15,0,MALE,High School,armed-forces,husband,0,-36800,Multi-vehicle Collision,Rear Collision,Total Loss,Police,9,3,YES,0,3,NO,46200,4200,8400,33600,N,4840,-4328.949999999997,3.999523866206404,0,0.16300520800389787,0,Low Risk
124,32,100/300,1000,1310.71,0,FEMALE,Masters,farming-fishing,wife,29300,0,Single Vehicle Collision,Side Collision,Total Loss,Ambulance,23,1,YES,0,1,NO,57700,5770,5770,46160,N,3113,8231.050000000003,7.9986137584474095,0,0.20988608056082914,1,Low Risk
320,48,250/500,2000,1730.49,7000000,MALE,College,transport-moving,not-in-family,46300,-41700,Multi-vehicle Collision,Front Collision,Minor Damage,Fire,13,3,NO,2,0,NO,56160,4680,9360,42120,N,636,4191.050000000003,4.499519282127978,0,0.34646610530290783,1,Low Risk
297,47,250/500,500,1616.65,7000000,MALE,MD,adm-clerical,unmarried,0,-59500,Multi-vehicle Collision,Side Collision,Total Loss,Fire,0,3,unknown,0,3,YES,44400,5550,5550,33300,N,1874,-4628.949999999997,5.998919113673212,0,0.1264792883429427,0,Low Risk
421,56,100/300,500,1935.85,4000000,MALE,Masters,machine-op-inspct,own-child,49500,-81100,Single Vehicle Collision,Rear Collision,Major Damage,Ambulance,7,1,unknown,2,3,unknown,92730,16860,8430,67440,Y,9097,29511.050000000003,7.99905112086348,1,0.7610237636923756,1,High Risk
136,33,250/500,1000,855.14,0,FEMALE,PhD,craft-repair,not-in-family,37900,0,Single Vehicle Collision,Side Collision,Minor Damage,Fire,23,1,YES,0,1,YES,30700,3070,6140,21490,N,4650,-16438.949999999997,3.4994300602507735,0,0.07746882747615612,0,Low Risk
46,24,250/500,2000,1568.47,4000000,FEMALE,High School,armed-forces,unmarried,46800,0,Single Vehicle Collision,Side Collision,Major Damage,Fire,7,1,NO,2,0,unknown,56600,11320,5660,39620,N,5825,1691.050000000003,6.9987634693517045,0,0.3656311358448161,1,Low Risk
34,24,500/1000,2000,1550.53,0,FEMALE,MD,armed-forces,own-child,0,-27700,Parked Car,unknown,Trivial Damage,unknown,20,1,YES,0,1,unknown,3960,660,660,2640,N,1324,-35288.95,3.993948562783661,0,0.08412801935492724,0,Low Risk
95,30,250/500,2000,1370.92,0,MALE,College,transport-moving,unmarried,48900,0,Single Vehicle Collision,Rear Collision,Minor Damage,Police,22,1,YES,0,3,unknown,34800,3480,6960,24360,N,7265,-13568.949999999997,3.499497198678351,0,0.12032463796840005,0,Low Risk
140,36,250/500,500,1363.59,0,FEMALE,JD,armed-forces,not-in-family,43200,0,Multi-vehicle Collision,Rear Collision,Minor Damage,Other,10,3,unknown,2,0,YES,79500,7950,7950,63600,N,8682,25671.050000000003,7.998993837253176,0,0.16195160005405204,0,Low Risk
200,34,250/500,1000,828.42,3000000,FEMALE,College,prof-specialty,other-relative,0,0,Single Vehicle Collision,Front Collision,Total Loss,Police,10,1,unknown,2,2,NO,56000,5600,5600,44800,N,4782,6871.050000000003,7.998571683627923,0,0.2652298536355415,1,Low Risk
123,29,250/500,500,1209.63,0,FEMALE,Masters,machine-op-inspct,not-in-family,64800,-44200,Single Vehicle Collision,Rear Collision,Minor Damage,Ambulance,17,1,YES,1,0,YES,73260,16280,0,56980,Y,892,19051.050000000003,56980.0,1,0.6688603504346835,1,Medium Risk
267,46,250/500,2000,1111.17,0,MALE,MD,craft-repair,unmarried,35000,0,Parked Car,unknown,Trivial Damage,unknown,3,1,YES,2,3,YES,4950,900,450,3600,N,3830,-34328.95,7.982261640798226,0,0.1353663779877361,0,Low Risk
290,42,500/1000,500,989.97,0,MALE,Masters,machine-op-inspct,own-child,32500,0,Single Vehicle Collision,Rear Collision,Minor Damage,Ambulance,10,1,NO,0,1,NO,48000,4800,9600,33600,N,365,-4328.949999999997,3.4996354546401416,0,0.1302579984820168,0,Low Risk
45,37,250/500,1000,1114.23,0,MALE,College,prof-specialty,wife,0,0,Single Vehicle Collision,Side Collision,Major Damage,Fire,1,1,YES,0,1,YES,52200,10440,5220,36540,N,1109,-1388.949999999997,6.998659260678031,0,0.35118439529864337,1,Low Risk
186,38,250/500,2000,1347.31,0,FEMALE,JD,protective-serv,unmarried,80900,-111100,Multi-vehicle Collision,Rear Collision,Minor Damage,Ambulance,1,3,NO,2,3,unknown,73800,12300,12300,49200,N,2380,11271.050000000003,3.999674823185107,0,0.1837861526740892,0,Low Risk
135,34,250/500,2000,1687.53,0,FEMALE,JD,protective-serv,other-relative,0,-69600,Single Vehicle Collision,Side Collision,Total Loss,Fire,7,1,unknown,1,2,NO,78200,15640,7820,54740,N,6107,16811.050000000003,6.999104973788518,0,0.2144769605828505,1,Low Risk
110,33,250/500,1000,1183.48,0,MALE,Associate,other-service,husband,0,0,Single Vehicle Collision,Rear Collision,Major Damage,Ambulance,19,1,unknown,2,3,NO,55200,13800,9200,32200,Y,7225,-5728.949999999997,3.499619606564504,1,0.7349917996075295,1,High Risk
259,43,500/1000,2000,1537.13,0,FEMALE,PhD,handlers-cleaners,own-child,0,-58300,Multi-vehicle Collision,Side Collision,Total Loss,Other,3,3,NO,0,2,YES,57060,6340,6340,44380,N,8358,6451.050000000003,6.998896073174578,0,0.20452991223453104,1,Low Risk
114,30,250/500,1000,1173.25,0,FEMALE,Masters,protective-serv,husband,0,-34700,Vehicle Theft,unknown,Minor Damage,unknown,3,1,NO,0,3,YES,4680,520,520,3640,N,2786,-34288.95,6.9865642994241846,0,0.07187548183707408,0,Low Risk
404,56,250/500,1000,1361.16,4000000,FEMALE,Masters,transport-moving,not-in-family,0,-63700,Single Vehicle Collision,Front Collision,Minor Damage,Ambulance,23,1,NO,2,0,YES,53100,5310,5310,42480,Y,1744,4551.050000000003,7.99849369233666,1,0.6305205452509843,1,Medium Risk
282,48,500/1000,2000,1422.56,7000000,FEMALE,MD,prof-specialty,husband,26900,-55300,Vehicle Theft,unknown,Minor Damage,unknown,7,1,unknown,1,2,NO,3520,640,320,2560,N,8737,-35368.95,7.975077881619938,0,0.03953042370433909,0,Low Risk
57,25,500/1000,2000,1143.06,0,FEMALE,Masters,tech-support,own-child,63100,-54100,Multi-vehicle Collision,Front Collision,Total Loss,Ambulance,0,3,NO,0,1,YES,72900,14580,14580,43740,N,6936,5811.050000000003,2.9997942527947328,0,0.1530098283657945,0,Low Risk
215,38,250/500,500,1405.71,0,FEMALE,PhD,craft-repair,unmarried,0,0,Single Vehicle Collision,Rear Collision,Total Loss,Police,10,1,unknown,0,1,NO,70700,7070,14140,49490,N,1798,11561.050000000003,3.4997524927515733,0,0.26808796750717506,1,Low Risk
140,30,100/300,500,1354.2,0,FEMALE,College,adm-clerical,wife,100500,0,Multi-vehicle Collision,Side Collision,Minor Damage,Other,4,4,unknown,0,0,unknown,60170,5470,10940,43760,N,240,5831.050000000003,3.99963440270542,0,0.1580231138606979,0,Low Risk
250,42,100/300,500,1055.6,0,MALE,High School,exec-managerial,husband,69500,-40700,Single Vehicle Collision,Rear Collision,Major Damage,Other,16,1,unknown,1,1,unknown,74800,13600,6800,54400,Y,3691,16471.050000000003,7.998823702396706,1,0.500367782329182,1,Medium Risk
286,41,250/500,1000,999.43,0,MALE,College,prof-specialty,wife,25800,0,Vehicle Theft,unknown,Trivial Damage,Police,3,1,YES,2,0,unknown,4100,820,410,2870,N,5241,-35058.95,6.982968369829684,0,0.04465099694895664,0,Low Risk
356,47,250/500,2000,1155.97,0,MALE,High School,prof-specialty,husband,0,0,Single Vehicle Collision,Side Collision,Minor Damage,Other,5,1,YES,0,3,unknown,61490,5590,11180,44720,N,3471,6791.050000000003,3.999642250245953,0,0.2821839118713297,1,Low Risk
65,29,250/500,1000,1726.91,0,MALE,High School,other-service,own-child,0,0,Vehicle Theft,unknown,Trivial Damage,unknown,14,1,unknown,0,0,unknown,7200,720,1440,5040,N,8938,-32888.95,3.4975711311589173,0,0.0297611036452089,0,Low Risk
187,34,500/1000,500,1232.57,0,FEMALE,PhD,machine-op-inspct,not-in-family,59500,0,Multi-vehicle Collision,Side Collision,Minor Damage,Fire,7,3,unknown,0,0,unknown,45100,8200,4100,32800,N,4349,-5128.949999999997,7.998049256278956,0,0.24029107442325304,1,Low Risk
386,53,250/500,500,1078.65,0,MALE,JD,craft-repair,not-in-family,36800,0,Single Vehicle Collision,Front Collision,Minor Damage,Police,16,1,unknown,2,3,YES,66660,12120,6060,48480,N,2629,10551.050000000003,7.998680085794423,0,0.228480682871221,1,Low Risk
197,41,500/1000,1000,1324.78,0,FEMALE,PhD,prof-specialty,not-in-family,0,-64500,Single Vehicle Collision,Front Collision,Major Damage,Police,6,1,NO,2,2,YES,76400,15280,7640,53480,Y,6771,15551.050000000003,6.999083889543254,1,0.7050597595022586,1,High Risk
166,37,250/500,500,1518.54,0,FEMALE,MD,craft-repair,not-in-family,0,0,Single Vehicle Collision,Rear Collision,Total Loss,Ambulance,10,1,YES,1,1,NO,58300,10600,10600,37100,N,7350,-828.9499999999971,3.4996698424676915,0,0.3022655834447257,1,Low Risk
293,49,100/300,2000,1239.06,0,FEMALE,JD,transport-moving,husband,34900,0,Single Vehicle Collision,Front Collision,Total Loss,Police,19,1,unknown,1,1,unknown,57310,5210,10420,41680,N,6976,3751.050000000003,3.9996161596775743,0,0.2641258565722749,1,Low Risk
179,32,500/1000,2000,1246.68,0,FEMALE,PhD,priv-house-serv,own-child,0,0,Single Vehicle Collision,Front Collision,Minor Damage,Fire,10,1,unknown,0,1,unknown,53100,5900,5900,41300,N,6618,3371.050000000003,6.998813760379597,0,0.22563576350803666,1,Low Risk
76,24,250/500,1000,1622.67,0,FEMALE,MD,priv-house-serv,husband,0,0,Multi-vehicle Collision,Side Collision,Total Loss,Ambulance,6,3,NO,1,1,unknown,74700,14940,7470,52290,N,1353,14361.050000000003,6.999063043769241,0,0.22000086306388977,1,Low Risk
105,28,250/500,500,1082.36,0,FEMALE,Associate,prof-specialty,own-child,0,0,Multi-vehicle Collision,Rear Collision,Major Damage,Fire,12,3,NO,2,2,NO,60500,12100,6050,42350,N,6982,4421.050000000003,6.998843166418774,0,0.5053698893825861,1,Medium Risk
97,26,250/500,1000,1270.55,0,MALE,Masters,protective-serv,unmarried,0,-72100,Multi-vehicle Collision,Side Collision,Total Loss,Other,10,3,YES,2,3,NO,84920,7720,15440,61760,Y,6293,23831.050000000003,3.9997409494203744,1,0.7144876448710624,1,High Risk
148,36,500/1000,1000,1236.32,5000000,FEMALE,MD,adm-clerical,own-child,55100,0,Single Vehicle Collision,Side Collision,Total Loss,Police,0,1,NO,2,0,NO,61050,5550,11100,44400,N,6946,6471.050000000003,3.9996396721016123,0,0.22653233557243257,1,Low Risk
77,26,250/500,2000,785.82,0,MALE,JD,exec-managerial,other-relative,49700,0,Multi-vehicle Collision,Rear Collision,Major Damage,Police,12,3,YES,2,0,unknown,69080,12560,6280,50240,Y,2434,12311.050000000003,7.998726317465372,1,0.7707818831643627,1,High Risk
295,46,250/500,500,1265.84,0,FEMALE,JD,prof-specialty,own-child,52200,-44500,Vehicle Theft,unknown,Minor Damage,unknown,10,1,YES,1,3,YES,4560,760,380,3420,N,1868,-34508.95,8.976377952755906,0,0.060595860990801144,0,Low Risk
126,28,250/500,500,1508.9,0,FEMALE,JD,machine-op-inspct,other-relative,0,0,Multi-vehicle Collision,Rear Collision,Total Loss,Police,3,4,NO,0,1,unknown,67800,11300,11300,45200,N,8397,7271.050000000003,3.9996460490222105,0,0.30755467524068103,1,Low Risk
132,32,250/500,2000,1106.84,0,MALE,PhD,other-service,wife,43100,-31900,Vehicle Theft,unknown,Minor Damage,Police,21,1,YES,1,1,YES,5600,1120,560,3920,N,6262,-34008.95,6.9875222816399285,0,0.048905994544041965,0,Low Risk
370,55,500/1000,2000,1389.13,7000000,MALE,JD,other-service,wife,0,-53200,Vehicle Theft,unknown,Minor Damage,unknown,6,1,unknown,0,2,unknown,9000,900,1800,6300,N,787,-31628.949999999997,3.498056635202665,0,0.05658748424290442,0,Low Risk
257,43,100/300,1000,974.84,0,FEMALE,JD,transport-moving,other-relative,52100,0,Single Vehicle Collision,Rear Collision,Total Loss,Police,0,1,NO,0,1,YES,85320,21330,7110,56880,N,8318,18951.050000000003,7.998874982421601,0,0.19252036318096996,0,Low Risk
9,24,100/300,2000,1304.46,0,FEMALE,PhD,machine-op-inspct,other-relative,51700,-33300,Vehicle Theft,unknown,Trivial Damage,unknown,6,1,NO,0,3,YES,5940,540,1080,4320,Y,4634,-33608.95,3.996299722479186,1,0.6431372774942479,1,Medium Risk
185,34,250/500,500,1257.36,0,FEMALE,PhD,armed-forces,husband,0,0,Multi-vehicle Collision,Side Collision,Major Damage,Fire,20,3,YES,1,1,unknown,51370,9340,4670,37360,Y,1773,-568.9499999999971,7.998287304645686,1,0.6929025652693686,1,Medium Risk
234,43,250/500,500,1257.04,0,MALE,Associate,protective-serv,own-child,0,-48800,Single Vehicle Collision,Rear Collision,Major Damage,Police,4,1,NO,2,2,YES,51600,10320,5160,36120,N,9106,-1808.949999999997,6.998643673706646,0,0.35289394283448305,1,Low Risk
253,44,100/300,2000,719.52,0,FEMALE,High School,farming-fishing,own-child,45800,0,Parked Car,unknown,Trivial Damage,unknown,9,1,NO,0,3,unknown,5400,600,600,4200,N,2834,-33728.95,6.988352745424293,0,0.08025589144254912,0,Low Risk
233,39,500/1000,2000,1524.18,0,MALE,JD,craft-repair,unmarried,0,0,Multi-vehicle Collision,Rear Collision,Minor Damage,Fire,20,3,unknown,1,0,YES,48870,5430,5430,38010,N,5119,81.05000000000291,6.998711102927637,0,0.1842627964043264,0,Low Risk
274,44,500/1000,500,1395.58,0,FEMALE,JD,tech-support,husband,0,0,Vehicle Theft,unknown,Minor Damage,Police,7,1,NO,2,1,unknown,5590,860,860,3870,N,3101,-34058.95,4.494773519163763,0,0.10907079279926184,0,Low Risk
297,48,500/1000,1000,1243.68,0,MALE,Masters,protective-serv,wife,0,-71400,Multi-vehicle Collision,Front Collision,Major Damage,Other,18,3,unknown,0,2,unknown,54960,6870,0,48090,Y,207,10161.050000000003,48090.0,1,0.6588249898831157,1,Medium Risk
273,47,500/1000,1000,1189.04,0,FEMALE,Associate,prof-specialty,own-child,59600,0,Multi-vehicle Collision,Side Collision,Minor Damage,Police,0,3,NO,1,3,unknown,39800,7960,3980,27860,N,1215,-10068.949999999997,6.998241647827179,0,0.06831565669443504,0,Low Risk
147,37,500/1000,2000,1375.29,0,FEMALE,Masters,armed-forces,own-child,0,0,Multi-vehicle Collision,Side Collision,Major Damage,Ambulance,11,3,unknown,0,1,unknown,56160,6240,6240,43680,Y,651,5751.050000000003,6.998878384874219,1,0.7157131395336387,1,High Risk
285,42,100/300,500,1389.13,0,MALE,Associate,priv-house-serv,not-in-family,63100,-79400,Single Vehicle Collision,Side Collision,Total Loss,Fire,13,1,NO,0,3,unknown,52700,5270,10540,36890,N,8710,-1038.949999999997,3.499667963191348,0,0.13271799336579607,0,Low Risk
289,43,500/1000,1000,1387.51,0,FEMALE,Associate,sales,not-in-family,0,0,Multi-vehicle Collision,Side Collision,Minor Damage,Fire,19,3,YES,1,3,unknown,68580,7620,7620,53340,N,4404,15411.050000000003,6.999081485369374,0,0.2543929224073909,1,Low Risk
427,60,100/300,1000,1178.61,7000000,MALE,MD,craft-repair,own-child,0,-54400,Single Vehicle Collision,Side Collision,Major Damage,Ambulance,23,1,YES,1,2,YES,90860,12980,19470,58410,Y,3366,20481.050000000003,2.999845924708541,1,0.7215067943956225,1,High Risk
380,53,250/500,2000,1166.62,6000000,MALE,Associate,priv-house-serv,wife,0,0,Parked Car,unknown,Trivial Damage,Police,23,1,NO,0,3,NO,5700,570,570,4560,N,1371,-33368.95,7.9859894921190895,0,0.07642759763328416,0,Low Risk
13,21,100/300,1000,1556.31,0,MALE,Associate,prof-specialty,not-in-family,0,-75000,Multi-vehicle Collision,Side Collision,Total Loss,Police,19,3,YES,2,0,YES,94930,8630,8630,77670,N,3015,39741.05,8.998957247132429,0,0.15819658668082096,0,Low Risk
282,43,250/500,500,1452.27,0,MALE,MD,farming-fishing,not-in-family,75800,0,Single Vehicle Collision,Side Collision,Major Damage,Ambulance,19,1,NO,1,2,NO,46800,4680,9360,32760,Y,3095,-5168.949999999997,3.4996261083217606,1,0.4215714993426066,1,Medium Risk
312,47,500/1000,1000,1212.07,0,FEMALE,MD,exec-managerial,wife,66900,-51800,Multi-vehicle Collision,Side Collision,Total Loss,Fire,17,3,NO,2,3,NO,56320,7040,7040,42240,N,4649,4311.050000000003,5.999147848317,0,0.2706035417163224,1,Low Risk
266,46,100/300,2000,1578.54,0,MALE,Associate,handlers-cleaners,husband,0,-41400,Single Vehicle Collision,Front Collision,Minor Damage,Fire,18,1,NO,1,3,YES,83490,7590,15180,60720,N,2169,22791.050000000003,3.9997365127461957,0,0.2820409982686095,1,Low Risk
30,36,500/1000,500,1488.26,0,FEMALE,College,machine-op-inspct,wife,0,-63500,Multi-vehicle Collision,Side Collision,Total Loss,Police,17,3,NO,2,2,unknown,57900,5790,5790,46320,N,5038,8391.050000000003,7.998618546019686,0,0.23534731168718273,1,Low Risk
198,36,250/500,1000,1096.39,0,MALE,High School,armed-forces,own-child,0,0,Multi-vehicle Collision,Rear Collision,Total Loss,Fire,11,3,unknown,1,3,YES,49410,5490,5490,38430,N,5092,501.0500000000029,6.998725186669095,0,0.17929431091756642,0,Low Risk
290,45,500/1000,2000,1215.36,0,MALE,Associate,tech-support,own-child,54400,0,Multi-vehicle Collision,Side Collision,Minor Damage,Fire,22,3,unknown,0,1,NO,66200,6620,6620,52960,N,7744,15031.050000000003,7.998791723304636,0,0.1623963135532491,0,Low Risk
260,46,100/300,2000,1482.57,0,MALE,MD,priv-house-serv,husband,35000,0,Single Vehicle Collision,Front Collision,Minor Damage,Fire,7,1,NO,0,1,NO,64080,10680,10680,42720,N,9133,4791.050000000003,3.9996255032300345,0,0.16700899191564353,0,Low Risk
233,43,250/500,1000,954.18,0,FEMALE,College,tech-support,other-relative,0,0,Multi-vehicle Collision,Side Collision,Minor Damage,Other,17,3,unknown,2,3,YES,42500,8500,4250,29750,N,5385,-8178.949999999997,6.998353328628558,0,0.16460678670786394,0,Low Risk
130,30,500/1000,2000,1193.4,0,MALE,PhD,exec-managerial,own-child,0,-40800,Multi-vehicle Collision,Side Collision,Total Loss,Other,16,3,NO,2,3,unknown,48950,8900,4450,35600,N,890,-2328.949999999997,7.998202651089643,0,0.30858506600007046,1,Low Risk
230,42,100/300,1000,1023.11,0,FEMALE,MD,adm-clerical,own-child,0,-45300,Multi-vehicle Collision,Rear Collision,Minor Damage,Other,13,3,NO,1,2,YES,58850,10700,10700,37450,N,3734,-478.9499999999971,3.4996729277637604,0,0.17050920399805367,0,Low Risk
212,40,500/1000,1000,1524.45,0,FEMALE,Masters,other-service,husband,73200,0,Multi-vehicle Collision,Side Collision,Minor Damage,Other,17,3,YES,0,2,YES,82400,8240,8240,65920,N,4402,27991.050000000003,7.999029244023784,0,0.26560412201153155,1,Low Risk
299,44,500/1000,1000,1653.32,0,FEMALE,College,other-service,other-relative,0,-48800,Single Vehicle Collision,Rear Collision,Minor Damage,Ambulance,3,1,YES,2,0,unknown,54240,6780,6780,40680,N,2270,2751.050000000003,5.999115174752986,0,0.3118968666442831,1,Low Risk
91,26,250/500,1000,1022.46,0,FEMALE,Associate,armed-forces,other-relative,52700,0,Multi-vehicle Collision,Front Collision,Minor Damage,Other,15,3,unknown,0,2,unknown,74200,7420,7420,59360,N,5606,21431.050000000003,7.998921978170058,0,0.27247107051088876,1,Low Risk
398,53,100/300,2000,1396.43,0,FEMALE,Associate,priv-house-serv,unmarried,21500,0,Single Vehicle Collision,Front Collision,Total Loss,Fire,16,1,YES,2,1,unknown,47430,5270,5270,36890,N,8806,-1038.949999999997,6.99867197875166,0,0.20481945591785428,1,Low Risk
218,43,250/500,500,1521.55,0,FEMALE,Associate,priv-house-serv,other-relative,61100,-64500,Single Vehicle Collision,Rear Collision,Major Damage,Fire,18,1,unknown,1,3,YES,68200,13640,6820,47740,Y,6897,9811.050000000003,6.998973757513561,1,0.7204279692358484,1,High Risk
152,33,100/300,1000,1034.27,0,FEMALE,JD,armed-forces,husband,0,0,Single Vehicle Collision,Front Collision,Minor Damage,Fire,18,1,NO,1,0,NO,63900,7100,7100,49700,N,4989,11771.050000000003,6.999014223348824,0,0.18521636160715463,0,Low Risk
212,39,100/300,1000,1255.35,0,FEMALE,JD,protective-serv,not-in-family,60300,-58900,Multi-vehicle Collision,Rear Collision,Total Loss,Ambulance,22,2,NO,0,3,YES,59300,11860,5930,41510,N,1795,3581.050000000003,6.9988197605800035,0,0.23441829403533368,1,Low Risk
242,44,500/1000,2000,1396.89,6000000,FEMALE,College,priv-house-serv,other-relative,0,-61600,Multi-vehicle Collision,Front Collision,Minor Damage,Other,15,3,NO,1,2,YES,66900,6690,13380,46830,Y,4207,8901.050000000003,3.499738435094537,1,0.5544134378376415,1,Medium Risk
80,27,500/1000,500,795.31,0,MALE,JD,farming-fishing,husband,0,-51000,Multi-vehicle Collision,Rear Collision,Major Damage,Police,16,3,YES,1,3,unknown,40810,3710,7420,29680,Y,148,-8248.949999999997,3.999460989085029,1,0.7352986084387841,1,High Risk
260,43,100/300,500,982.22,0,FEMALE,JD,exec-managerial,not-in-family,54500,-72100,Single Vehicle Collision,Front Collision,Total Loss,Fire,18,1,unknown,1,0,unknown,75400,15080,7540,52780,N,2080,14851.050000000003,6.999071741148389,0,0.1748734582296875,0,Low Risk
133,34,500/1000,500,1074.07,0,FEMALE,JD,prof-specialty,husband,70900,-61100,Parked Car,unknown,Minor Damage,unknown,8,1,NO,2,0,YES,4200,420,840,2940,N,7414,-34988.95,3.4958382877526755,0,0.03159389331452341,0,Low Risk
290,45,100/300,1000,1311.3,0,FEMALE,Associate,machine-op-inspct,wife,38500,0,Multi-vehicle Collision,Side Collision,Major Damage,Ambulance,23,3,YES,0,0,YES,52650,5850,5850,40950,Y,8577,3021.050000000003,6.998803623312254,1,0.7241371497458694,1,High Risk
322,49,250/500,2000,1277.12,0,FEMALE,PhD,armed-forces,own-child,0,-46000,Single Vehicle Collision,Rear Collision,Major Damage,Ambulance,18,1,unknown,0,2,YES,42240,7680,7680,26880,N,4865,-11048.949999999997,3.4995443301653433,0,0.2570545021753875,1,Low Risk
228,39,500/1000,500,1388.62,0,FEMALE,JD,sales,husband,35200,0,Single Vehicle Collision,Side Collision,Minor Damage,Other,10,1,YES,1,0,YES,59490,6610,6610,46270,N,852,8341.050000000003,6.998941158674936,0,0.24165944146643678,1,Low Risk
195,37,100/300,1000,1406.52,8000000,MALE,MD,tech-support,unmarried,0,0,Single Vehicle Collision,Side Collision,Major Damage,Ambulance,12,1,NO,0,2,NO,44200,4420,4420,35360,Y,8602,-2568.949999999997,7.998190454648269,1,0.7004547952802008,1,High Risk
